To sa stáva, keď ste sa usadili veľa obyvateľov v príliš malom akváriu.	This happens when you have settled many inhabitants in too small an aquarium.	formal
Používa sa všade, kde by okvapkávanie kondenzátu zo stropu spôsobilo problém.	It is used everywhere where condesation from the ceiling caused a problem.	formal
So službou Prekročenie rýchlosti môžete aktivovať určité rýchlostné limity, ktoré musí vodič vášho vozidla dodržiavať.	With the “Speed Alert” service, you can activate selected speed limits which the driver of your vehicle should follow.	formal
Tak potom ti radšej nebudem volať.	Then I won't call you anymore.	informal
Zabudli ste heslo? ← Späť na Vinárstvo Štibrány	Lost your password? ← Back to National Journal Writing Month	informal
To všetko informácia je anonymné - takže nevieme, kto ste; Len to, že niekto navštívil naše stránky.	All of that information is pseudonymous – so we don’t know who you are; just that somebody visited our site.	formal
Susie je prvý deň práce (Slovenský)	play Susie is first day of work	informal
Ďalšou dôležitou vlastnosťou, ...	Another major feature ...	informal
Výborný 4,5 / 5(67 skutočných hodnotení)Hotels.comTM RewardsZa každých 10 nocí získate 1 noc zdarma*!	Casa Garzotto Excellent 4.0 / 5(48 genuine reviews)Hotels.com® RewardsFor every 10 nights, get 1 free!	informal
- veľké možno.	- big maybe.	informal
Takýto vývoj na saudskoarabskej politickej scéne však viedol k upevneniu moci súčasného korunného princa, ktorým je Mohammed bin Salman.	At the center of the changes is Crown Prince Mohammed bin Salman, the next in line to the Saudi throne.	formal
Nový ročník prináša aj novú komunikačnú kampaň.	New year asks for new campaign.	informal
Pred 2 mesiacmi 06:25 xHamster výstreky kompilácia, kompiláce, výstrek na tvár, rozdielne rasy, sperma v ustach	2 months ago 06:25 xHamster cumshot compilation, compilation, facial, interracial, cum in mouth	informal
Na konci prehliadky, je zvykom dať váš sprievodca malý tip na dobre odvedenú prácu.	At the end of a guided tour, it's customary to give your guide a small tip for a job well done.	formal
Členské štáty musia zabezpečiť spoluprácu nositeľov práv duševného vlastníctva so spoločnými vyšetrovacími tímami v súlade s opatreniami stanovenými v rámcovom rozhodnutí Rady 2002/465/SVV z 13. júna 2002 o spoločných vyšetrovacích tímoch (6) .	The Member States must ensure the cooperation of the holders of intellectual property rights with the joint investigation teams in accordance with the arrangements provided for in Council Framework Decision 2002/465/JHA of 13 June 2002 on joint investigation teams (6) .	formal
"Ďalej, skript check_trans.pl, ktorý je dostupný v adresári webwml/, zobrazuje informácie o stránkach, ktoré potrebujú aktualizáciu: check_trans.pl jazyk kde jazyk je meno adresára, ktorý obsahuje vaše preklady, napr. ""slovak""."	"Additionally, the script check_trans.pl is available in the webwml/ directory, which will show you a report on pages needing updates: check_trans.pl language where language is the directory name that contains your translation, e.g. ""swedish""."	formal
A menštruácia mi včera skončila. ...	Oh, and my unemployment ended yesterday.	informal
"Pohovor alebo ""Čo do pekla tu JA robím?"	The Mission Statement, or, what the hell am I doing here?	informal
Všetko čo viem o lacnom cestovaní Najdôležitejšie pri cestovaní, ak chcem ušetriť, pre mňa je schopnosť byť FLEXIBILNÁ a PRIPRAVENÁ. LETENKY Flexibilita sa prejavuje najmä hlavne pri kupovaní leteniek. Všeobecne lacnejšie sú letenky s...	“This is great! I often see these blog idea posts, but this is the first I’ve seen that is specific to travel ideas. I’ll have to save it for when I need a kick of inspiration. Cheers!”	informal
Presne. Kvôli tomu si myslia, že rýchla, čistá zmena je pre akcionárov najlepšia.	Which is why they think a quick, clean break now is best for the shareholders.	informal
Počúvaj... ako si sa to vlastne dozvedela, mami?	Listen... how did you even hear about this, mom?	informal
Múzeum zatiaľ nezaháľa.	Museum still ain't open.	informal
1 Chovateľská stanica pre psov vlastné ruky	1 Kennel for a dog own hands	informal
To bude určite miesto, na čo je významná výhoda, ako to bude určite zvýši vaše sústredenie a udržať si motiváciu.	This will certainly put you at a significant advantage as it will certainly boost your concentration as well as maintain you urged.	formal
Hriadkové a trávníkové lemovanie (ABS) s zelenou ozdobnou páskou	Plastic landscape and lawn edging in rolls with stripe (decorative)	informal
e) správa správneho alebo riadiaceho orgánu družstva podľa článku 23.	(e) the report from the cooperative's administrative or management organs as provided for in Article 23.	formal
Mohli by sme sa porozprávať, teda... ak sa už na to cítite.	You have been cleared to talk to us... if that's okay.	informal
Po nejakej dobe pracuje von, ATP vo vašom tele bude príliš spotrebovaný a dostanete unavený.	After some time of working out, the ATP in your body will be excessively consumed and you will get tired.	formal
Choď späť do tvojej izby, dobre?	Go back to your room, okay?	formal
Využívanie týchto systémov naplno môže prospieť riadeniu hraníc, rovnako ako zvýšiť schopnosť Európy znížiť neregulárnu migráciu a vrátiť neregulárnych migrantov.	The full use of these systems can bring benefits to border management, as well as to enhance Europe's capacity to reduce irregular migration and return irregular migrants.	formal
Ako zmeniť naše životy?	How to change our lives?	informal
ÚVOD Tento článok obsahuje zoznam z databázy Microsoft Knowledge Base (KB) články, ktoré popisujú opravy a aktualizácie, ktoré sú obsiahnuté v Windows XP Service Pack 2 (SP2).	INTRODUCTION This article contains a list of Microsoft Knowledge Base (KB) articles that describe the fixes and updates that are contained in Microsoft Windows Server 2003 Service Pack 2 (SP2).	formal
Sami, kdesi uprostred najchladnejšieho kontinentu.	Alone, somewhere in the middle of the world’s coldest continent.	informal
Seniorský pobyt	Senior stay	informal
- Čo teraz robíš?	So, what've you been up too?	informal
V roku 2009 bolo zabitých približne 500 000 byvolov, kôz, holubov a iných zvierat.	In the year 2009, around 500,000 buffaloes, goats, chickens and other animals were decapitated.	formal
Olovo Heroes, Hrad Garth a stretnúť sa ďalej! 1 Zdarma	Lead Heroes, Castle Keep and clash on! 1 Free	informal
Takže veľké sklamanie.	So a big disappointment.	informal
Miláčik, niečo vyšlo zlým otvorom?	Honey, did something go down the wrong pipe?	formal
Ja neviem, ty nevieš, nikto z nás nevie.	I don't know, you don't know, nobody knows.	informal
Priemerný 2,5 / 5(167 skutočných hodnotení)Hotels.comTM RewardsZa každých 10 nocí získate 1 noc zdarma*!	Hotel Whitcomb Good 3.1 / 5(3,194 genuine reviews)Hotels.com® RewardsFor every 10 nights, get 1 free!	informal
Voda spôsobila ľuďom veľké škody na majetku, zahynuli aj nejaké zvieratá.	Water caused enormous damages and unfortunately some animals died.	formal
„Je to iné publikom.	It is a different audience.	formal
Niet pochýb o tom, že sa niekde môžu nachádzať jednotlivci ako Fourniret, odporný pedofil, ktorý terorizoval ľudí vo Francúzsku a neskôr v Belgicku, lebo jeho register trestov nebol poslaný z jednej krajiny do druhej.	There is no doubt that individuals such as Fourniret, a disgusting paedophile who managed to terrorise people in France and then in Belgium because his criminal record had not been forwarded from one country to another, may still exist.	formal
J Viac Info Náboj .30 Carbine (7.62×33mm) je náboj použitý v puške M1 a uvedený v 40. rokoch 20. storočia.	J More Info The .30 Carbine (7.62×33mm) is the cartridge used in the M1 Carbine introduced in the 1940s.	formal
Aspoň je to otázka, ktorú stojí za to sa opýtať.	It is, at the very least a question worth asking.	formal
Po tom, ako sa dostali pod vplyv rímskej ríše, sa marockí ľudia konečne dozvedeli o tichom živote a najprv sa stretli s kresťanstvom.	After falling under the influence of the Roman Empire, the Moroccans finally learned about the quiet life and first encountered Christianity.	formal
Jeho cieľom totiž bolo zomrieť na kríži za teba a za mňa.	He chose to die on a cross for you and for me.	formal
Ale ako, keď je voda hlboko?	What if the water got deep?	informal
A najväčšie prekvapenie dňa??	The day’s biggest surprise?	informal
Modlil sa každú noc.	And pray every night.	informal
Nakoniec je to jedno.	Doesn't matter anyway.	informal
... WE včera v noci v čase medzi 07.04.2017 3 a 5 Sa zmenili SSD webový server.	... .we last night between the hours 07.04.2017 3 and 5 They have changed SSDs the web server.	informal
No stále tu bolo čosi, čo som ešte nepovedala.	But there was something I hadn’t told him yet.	informal
Dúfam, že moje poznámky k týmto konkrétnym bodom ich pomohli objasniť a poskytli uistenie v súvislosti s niektorými otázkami, ktoré boli predložené v Parlamente.	I hope that my comments on these specific points have helped to clarify them and have provided assurance concerning some of the questions raised here in Parliament.	formal
2007-11-13 22:16:19 - Knižných titulov, ktoré robia veľké peniaze Viete, ako sa čitatelia rozhodnú kúpiť si knihu?	2007-11-13 22:16:19 - Book titles that make big bucks Do you know how readers decide to buy a book?	informal
Hrajte svoje obľúbené hry na viacerých miestach než v minulosti.	Share your favorite photos in more places than ever.	formal
Chystáte sa odoslať zprávu: SEGAFREDO ZANETTI CR spol. s r.o.	You are going to send a message: SEGAFREDO ZANETTI CR spol. s r.o.	formal
1295 Týmto pomazaním birmovanec dostáva „znak“, pečať Ducha Svätého.	"1295 By this anointing the confirmand receives the ""mark,"" the seal of the Holy Spirit."	formal
Pre dôstojný byt tu musíte rozložiť150-200 dolárov, výživné jedlo v čase sa ukáže byť 2,5-3 dolárov.	For a decent apartment here have to lay out150-200 dollars, a hearty meal at a time will be $ 2.5-3.	informal
- Cíť sa tu ako doma.	-Make yourself at home.	informal
Takmer ako Čínština.	Almost like Chinese.	informal
Zmeniť teplotu ?	Change the temperature?	formal
Teraz vracia vek vo vybranej bunke okamžite.	Now it returns the age in the selected cell immediately.	formal
Sú tiež efektívnejšie.	They are more effective as well.	formal
Alžírska tlačová agentúra APS zverejnila správu, že zabitý bol aj jeden Alžírčan.	Algeria’s official APS news agency said one of the north African nation’s citizens had also been killed.	formal
Ako tí z Aerosmith.	Just like aerosmith.	informal
Nie, povedal som vám, že vám nechcem dať jej meno.	No,I told you I don't want to give you her name.	informal
Ak to neurobíte,	If you don't,	informal
Rozhodnutia týkajúce sa povolení na ťažbu tóriovej rudy sa prijímajú na nediskriminačnom, individuálnom základe.	Decisions to allow the mining of thorium ore are taken on a non-discriminatory individual case-by-case basis.	formal
Komisia v roku 2006 pracovala na implementácii Stabilizačného a asociačného procesu (SAP) na západnom Balkáne.	The Commission worked on the implementation of the Stabilisation and Association Process (SAP) in the Western Balkans throughout 2006.	formal
Zlepšuje pevnosť svalového tkaniva pre hustejšie, ostrejšie vzhľad.	Enhances muscular tissue hardness for a denser, sharper look.	formal
Medzi tie slávne multichip videl výrobcov, Shuoying presné strojárstvo je konkurenčný multichip videl stroj, videl rezanie stroj zlaté dodávateľ v Číne. Dostanete CE certifikované výrobky od nás.	Among those famous multichip saw manufacturers, Shuoying Precision Machinery is a competitive multichip saw machine, saw cutting machine golden supplier in China. You can get CE certificated products from us.	formal
Ich prítomnosť výrazne znižuje účinnosť mechanizmu.	Their presence significantly reduces the efficiency of the mechanism.	formal
Počasie v Bialasy na 10 dní	Weather in Ratno for 10 days	informal
Porovnaním zloženia meteoritov s týmito údajmi vedci dokázali identifikovať meteority, ktoré sú pravdepodobne kúskami Mesiaca a Marsu.	By comparing the composition of meteorites to this data, researchers have been able to identify meteorites that are probably pieces of Moon and Mars.	formal
Späť to , čo musíte urobiť , Dhampir . som desiatkovej snaží sa plaziť pod radarom .	Do what you have to do, Dhampir. I am done trying to crawl under the radar.	formal
Nový názov: Vytvorenie koherentnej politiky EÚ v oblasti migrácie pracovnej sily z hľadiska modrej karty	New title: Towards a coherent EU labour migration policy from the perspective of the EU Blue Card	formal
Môžete tiež potrebovať radu právnika .	It, too, may need a lawyer’s advice.	formal
Zdieľať znamená starať sa!	And sharing means caring!	informal
Posledné prihlásenie: pred viac ako mesiacom	Piero Was online more than a month ago	formal
Sedacie súpravy sú práve jedným z výrobkov, pri ktorých by ste si mali dávať pri nakupovaní väčší pozor.	Dog food is just one of the aspects where you ought to take the most care in producing your purchases.	formal
(16e) „rodinní príslušníci“ sú najbližšia rodina alebo najbližší príbuzní obete nehody alebo vážneho incidentu;	(16 e ) ' families ' means the immediate relatives or next of kin of the victim of an accident or serious incident;	formal
Počasie Labo Taung – denná história počasia| freemeteo.sk	Weather Labo Taung Tuesday hourly | freemeteo.co.uk	informal
63 Zistili sme, že neexistovali jasné kritériá pre zatriedenie iniciatív do kategórie „široký verejný záujem“ alebo „iné“, ktoré by mali slúžiť ako základ pre určenie, či by sa príslušná iniciatíva mala preložiť, a ak áno, tak do koľkých jazykov.	63 We found that there were no clear criteria for classifying initiatives under the category of ‘broad public interest’ or ‘other’, which should serve as a basis for establishing whether an initiative should be translated and, if so, into how many languages.	formal
Ceny priemyslu spoločenstva sa upravili na základe ceny zo závodu.	The prices of the Community industry were adjusted to an ex-works basis.	formal
Žiadne otlačky na pohári.	No fingerprints on the glass!	informal
To mal byť prvý štátny sviatok.	This was the first national holiday.	formal
Zmenou nášho spôsobu práce nám spoločnosť Canon pomohla lepšie slúžiť občanom mesta Leeds.“ Zistite viac KONTAKTUJTE NÁS	By rethinking the way that we work, Canon has helped us to better serve the citizens of Leeds.”	formal
Po bokoch kopca - na jeho úpätí - vyrastajú dva malé ihličnaté stromy.	There are two coniferous trees at the sides of the hill.	formal
Počas pobytu si môžete vychutnať aj skvelé víno.	You can also enjoy great wines at this place.	formal
Potrebujem, aby ste mi pomohli nájsť pravdu.	I need your help finding the truth.	formal
Makajte, potrebujeme ďalšie baterky.	Hurry, we need another battery.	formal
Nie všetky výbušniny sú rovnaké.	But not all explosive are the same.	informal
Teraz si vyberte, či si chcete naplniť svoje túžby alebo chcete upokojiť Kṛṣṇove túžby.	Now you make your choice, whether you want to make your desires fulfilled or if you want to make Kṛṣṇa's desire fulfilled.	formal
Úprimne povedané, mohli by sa tieto dva už viac zamilovať?	Could these two really begin to fall in love?	formal
Zobraziť hotely v meste Hagestein na mape	Where to stay in Hagestein	informal
Ak sa pozorovateľ nalodí v cudzine, jeho náklady na cestu do prístavu nalodenia znáša vlastník plavidla.	The observer shall be taken on board in a port chosen by the vessel owner.	formal
Bolo by to veľa signálov.	That's a lot of signals.	informal
A tak im bola tehla miesto kameňa a zemská smola im bola miesto malty.	And they had brick for stone, and slime had they for morter.	informal
Počasie v lokalite Stardust Terrace Teraz Hodinová	Weather Stardust Terrace Now Hourly	informal
To, samozrejme, zahŕňa aj Európu, teda väčšinu z nej.	That, of course, includes Europe -- most of it, anyway.	informal
Dries, kamoš, nezabudni si utrieť zadok!	Dries, dude, don't forget to wipe your butt!	informal
Po nákupe si plechovku s kompótom označíte nalepením drobnej nálepky a Corvus naučíte, aká potravina sa v nej nachádza.	You can label a bought compote can with a small sticker and teach Corvus what food is inside.	formal
Komfortné ubytovanie v Korčuli, v blízkosti centra mesta.	Comfortable accommodation in Korcula, nearby center.	formal
Riadená opozícia?	A controlled opposition?	informal
Bihac: Hodinová predpoveď počasia	Čavo: Hourly weather forecast	informal
- Otec ty by si im mal zavolať.	You'd have to call them.	informal
LED osvetlenie puzdra	LED bulb heat sink	informal
Avšak vedci štúdie uverejnenej v pondelok v USA Časopis American Heart Association chcel sa konkrétne zamerať na to, ako návyky sledovania televízie zapadajú do rovnice.	But researchers of a study published Monday in the Journal of the American Heart Association wanted to look specifically at how TV viewing habits fit into the equation.	formal
Aj keď existuje veľa typov inteligentných toaliet, väčšina má spoločné základné základné vlastnosti.	Though there are many types of smart toilets, most have some basic features in common.	formal
Míľu za míľou pýtaš sa,	From hundreds of miles away, you ask,	informal
Nikomu sa nič nestalo.	- No damage done.	informal
Že by som mala myslieť dvakrát	I’ve got to think twice	informal
Pritom práve v Detroite	Meanwhile, in Detroit	informal
Nie nadarmo sa hovorí, že oči...	It’s been said that the eyes...	informal
Pred 4 rokmi 22:30 AShemaleTube štvorka, bisexuáli, skupina	4 years ago 22:30 AShemaleTube foursome, bisexual, group	informal
Pred 7 rokmi 05:05 PornHub manžel, manželka	7 years ago 05:05 PornHub wife, husband	informal
Kristepane, ušetrite ma týchto srdcervúcich žvástov!	Oh, for God's sake, spare me the bleeding-heart bullshit!	informal
To veľmi rád počujem Adriana!	Awesome to hear that Adrian!	informal
Viac o produktovej rade VIZIR/HEDRA	More about VIZIR/HEDRA	informal
Manfred Weber, predseda skupiny EPP (na snímke), ocenil históriu a úspechy Estónska počas debaty o budúcnosti Európy s predsedom vlády Jüriom Ratasom.	Today Manfred Weber, Chairman of the EPP Group, honoured the history and achievements of Estonia during the Future of Europe debate with Prime Minister Jüri Ratas.	formal
Zobraziť hotely v meste Gowrie Park na mape	Best hotels in Gowrie Park	informal
Konečný výsledok bol fantastický:)	The end results have been fantastic :)	informal
- Len jej chcem nieco povedat.	- I just want to talk to her.	informal
V mene mojej rodiny a seba, ďakujem vám za vašu lásku, ďakujem vám za vašu podporu.	On behalf of my family and myself thank you for all of your love, thank you for all your support.	formal
Môžeš odísť teraz.	You can leave now.	formal
Ešte stále je v ňom dobro.	There's still good in him.	informal
Keď som prekročil vesmír, aby som zachránil Petra, toto je moment kedy som si uvedomil, že to dokážem.	♪ Ah, when I crossed universes to save Peter, this is when I first realized how I could do it.	informal
Musím zavolať Lou.	I gotta call Lou.	informal
Nariadenie Rady (ES) č. 1383/2003 z 22. júla 2003, ktoré sa týka colného konania pri tovare podozrivom z porušovania niektorých práv duševného vlastníctva a opatrení, ktoré sa majú prijať pri tovare, u ktorého sa zistilo, že sa takéto práva porušili	Council Regulation (EC) No 1383/2003 of 22 July 2003 concerning customs action against goods suspected of infringing certain intellectual property rights and the measures to be taken against goods found to have infringed such rights	formal
Bolo to z toho dôvodu, že som bola zvedavá a rozhodla som sa tam ísť preto lebo tam chodil aj môj starý otec.	I went because I was curious and decided to attend since my grandfather was already on his way there.	formal
Pred 5 rokmi 22:00 xHamster kuchyne, stari a mlade (18+)	1 year ago 32:05 xHamster kitchen, old and young (18+)	informal
Každá akcia vyvolá reakciu, ako už povedal aj Albert Einstein.	Everything is energy, as once stated by Albert Einstein.	formal
Primárnou diagnózou väčšiny pacientov bola bolesť chrbtice.	The majority of patients had a primary diagnosis of back pain.	formal
"""Naša sloboda, naša civilizácia, naše prežitie závisia od toho, ako nás spája história, kultúra a spomienky."	“Our freedom, our civilization, and our survival depend on these bonds of history, culture, and memory.”	formal
Predám-auto.sk - Len ďalšia WordPress stránka	Just another WordPress site	informal
Členské štáty, v ktorých štátni príslušníci iných krajín predstavujú viac ako 20 % celkového počtu voličov, môžu uplatniť osobitné pravidlá; v takýchto prípadoch môže hostiteľská krajina podmieniť účasť na voľbách do Európskeho parlamentu dlhším obdobím pobytu.	Special rules can apply in EU countries where non-nationals make up more than 20 % of the total electorate; in such cases, the host country can require an additional period of residence before you can participate in municipal elections.	formal
Konštrukcia stien z penových tvárnic	The construction of walls from foam blocks	formal
1 Zdarma Získajte aplikáciu Big Fish Games objavovať nové hry pre vaše zariadenie Android!	1 Free Get the Big Fish Games app to discover new games for your Android devices!	informal
Týka sa to francúzskej aj holandskej časti ostrova.	This is true for both the Dutch and French side of the island!	formal
Hotely pre rodiny v Lake Wales	Family Hotels in Lake Wales	informal
Bola som s nejakou ženou.	I'm with a woman.	formal
Čo za úchyla má moje číslo?	Who the fuck got my number?	informal
Pozri, je to drobnosť, je to sprosté, ale... chcem, aby si to mala.	Look, it's little, it's stupid, but... I want you to have it.	informal
"- ""Zo srdca veríme a perami vyznávame len jednu Cirkev, nie tú bludársku, ale Svätú rímsku katolícku a apoštolskú cirkev, mimo ktorej nikto nie je spasený"" (Innocentius I.)"	“By the heart we believe and by the mouth we confess the one Church, not of heretics, but the Holy Roman, Catholic, and Apostolic Church outside of which we believe that no one is saved.”	formal
Ako je to s optickým zoomom?	But what about the optical zoom?	informal
Ako sa dostať do Ríma:	How to get around in Rome:	informal
- Hej, mal byť, ale ešte sa tu neukázal,	- Yeah, he's supposed to be, but he hasn't showed up yet,	informal
Skúška je účinným prostriedkom na preskúšanie spôsobilosti uchádzača správne vykonávať činnosti, ktoré môžu priamo spôsobiť únik, ako aj tie, ktoré môžu spôsobiť únik nepriamo.	Examination is an effective means of testing the ability of a candidate to carry out properly the actions which can directly cause leakage, as well as those that can indirectly cause leakage.	formal
Maximálna veľkosť súboru je 1,5MB. Pri veľkých súboroch majte prosím strpenie, rýchlosť zaslania závisí od rýchlosti vášho internetového pripojenia a môže trvať aj niekoľko minút.	Maximum file size is 1.5 MB. In case of large files please be patient, upload speed depends on your internet connection speed. The upload could last few minutes.	formal
1kg balenie vo vrecúšku.	Stick 1kg in your pack.	informal
Maja e Golishit: Hodinová predpoveď počasia Neskôr	Maja e Shpatit: Hourly weather forecast Later	informal
Predkladá sa v ňom návrh spoločného európskeho azylového systému (CEAS) (v angličtine) a výzva na stanovenie spoločných konaní a jednotného postavenia osôb, ktorým bol udelený azyl alebo doplnková ochrana.	It puts forward the idea of a common European asylum system (CEAS), in particular, it raises the challenge to establish common procedures and uniform status for those granted asylum or subsidiary protection.	formal
Ďalej v tejto písomnej informácii sa dozviete, ako pri miernej hypoglykémii postupovať (pozri časť 3: Ak užijete viac Liprologu ako máte).	Further in this leaflet it tells you how to deal with mild hypoglycaemia (see section 3: If you take more Liprolog than you need).	formal
Povedal som, že mi je to ľúto.	I said sorry!	informal
Vtedy som zistil, že ma baví práca s deťmi.	So I knew I enjoyed working with kids.	informal
Pred 4 mesiacmi 05:00 XXXDan letuška, záchod	4 months ago 05:00 XXXDan stewardess, toilet	informal
Pokiaľ to bude bezpečné tak prečo nie.	And if this is secure, why not?	informal
Európska agentúra pre lieky rozhodla, že prínosy lieku Olysio sú väčšie ako riziká spojené s jeho používaním, a odporučila udeliť povolenie na jeho používanie v EÚ.	The European Medicines Agency decided that Olysio's benefits are greater than its risks and recommended that it be approved for use in the EU.	formal
Na základe takto vyhotoveného záznamu doručeného predávajúcemu môže následne predávajúci poskytnúť odstránenie nedostatkov tovaru, zľavu na tovar alebo v prípade neodstrániteľných nedostatkov tovaru dodať kupujúcemu nový tovar.	Based on this record delivered to the seller may the seller, after the conclusion of the damage event with the carrier, provide the shortage of goods, discounts on goods and in case of unrecoverable damages of the goods, to deliver to the buyer new goods.	formal
